,,Directorate,Service,Supplier,Order,Invoice Line Value (net of VAT),Account
INSERTED DETAIL,,People,Childrens Social Care,SUPPLIES TEAM,3076554,513.02,Stationery
INSERTED DETAIL,,People,Childrens Social Care,SWIIS FOSTER CARE LTD,3064920,771.33,External Placements
INSERTED DETAIL,,People,Childrens Social Care,SWIIS FOSTER CARE LTD,3064919,857.01,External Placements
INSERTED DETAIL,,People,Childrens Social Care,SWIIS FOSTER CARE LTD,3065429,780.01,External Placements
INSERTED DETAIL,,People,Childrens Social Care,SWIIS FOSTER CARE LTD,3064918,814.17,External Placements
INSERTED DETAIL,,People,Childrens Social Care,SWIIS FOSTER CARE LTD,3064920,771.33,External Placements
INSERTED DETAIL,,People,Childrens Social Care,SWIIS FOSTER CARE LTD,3064918,814.17,External Placements
INSERTED DETAIL,,People,Childrens Social Care,SWIIS FOSTER CARE LTD,3065429,780.01,External Placements
INSERTED DETAIL,,People,Childrens Social Care,SWIIS FOSTER CARE LTD,3064918,814.17,External Placements
INSERTED DETAIL,,People,Childrens Social Care,SWIIS FOSTER CARE LTD,3065429,780.01,External Placements
INSERTED DETAIL,,People,Childrens Social Care,SWIIS FOSTER CARE LTD,3064918,814.17,External Placements
INSERTED DETAIL,,People,Childrens Social Care,SWIIS FOSTER CARE LTD,3065429,780.01,External Placements
INSERTED DETAIL,,People,Childrens Social Care,SWIIS FOSTER CARE LTD,3065429,780.01,External Placements
INSERTED DETAIL,,People,Childrens Social Care,SWIIS FOSTER CARE LTD,3072992,693.49,External Placements
INSERTED DETAIL,,People,Childrens Social Care,SWIIS FOSTER CARE LTD,3064918,814.17,External Placements
INSERTED DETAIL,,People,Childrens Social Care,SWIIS FOSTER CARE LTD,3065429,780.01,External Placements
INSERTED DETAIL,,People,Childrens Social Care,SWIIS FOSTER CARE LTD,3072992,730.03,External Placements
INSERTED DETAIL,,People,Childrens Social Care,SWIIS FOSTER CARE LTD,3072992,730.03,External Placements
INSERTED DETAIL,,People,Childrens Social Care,SWIIS FOSTER CARE LTD,3064918,814.17,External Placements
INSERTED DETAIL,,People,Childrens Social Care,SWIIS FOSTER CARE LTD,3071205,780.01,External Placements
INSERTED DETAIL,,People,Childrens Social Care,SWIIS FOSTER CARE LTD,3071205,780.01,External Placements
INSERTED DETAIL,,People,Childrens Social Care,SWIIS FOSTER CARE LTD,3070916,1200.01,External Placements
INSERTED DETAIL,,People,Childrens Social Care,SWIIS FOSTER CARE LTD,3071205,780.01,External Placements
INSERTED DETAIL,,People,Childrens Social Care,SWIIS FOSTER CARE LTD,3064919,857.01,External Placements
INSERTED DETAIL,,People,Childrens Social Care,SWIIS FOSTER CARE LTD,3064920,771.33,External Placements
INSERTED DETAIL,,People,Childrens Social Care,SWIIS FOSTER CARE LTD,3064920,771.33,External Placements
INSERTED DETAIL,,People,Childrens Social Care,SWIIS FOSTER CARE LTD,3064919,857.01,External Placements
INSERTED DETAIL,,People,Childrens Social Care,SWIIS FOSTER CARE LTD,3064920,771.33,External Placements
INSERTED DETAIL,,People,Childrens Social Care,SWIIS FOSTER CARE LTD,3064919,857.01,External Placements
INSERTED DETAIL,,People,Childrens Social Care,SWIIS FOSTER CARE LTD,3064919,857.01,External Placements
INSERTED DETAIL,,People,Childrens Social Care,SWIIS FOSTER CARE LTD,3064920,771.33,External Placements
INSERTED DETAIL,,People,Childrens Social Care,SWIIS FOSTER CARE LTD,3064919,857.01,External Placements
INSERTED DETAIL,,People,Childrens Social Care,SWIIS FOSTER CARE LTD,3072992,730.03,External Placements
INSERTED DETAIL,,People,Childrens Social Care,SYD STRIKE TRAINING SOLUTIONS,3076539,520,Employee Training Course Costs
INSERTED DETAIL,,People,Childrens Social Care,TEACHERS PENSIONS,3069110,1608.12,Pension Increase Pay
INSERTED DETAIL,,People,Childrens Social Care,TEAM FOSTERING NORTH EAST,3065208,3900.42,External Placements
INSERTED DETAIL,,People,Childrens Social Care,TEAM FOSTERING NORTH EAST,3065205,3900.42,External Placements
INSERTED DETAIL,,People,Childrens Social Care,TEAM FOSTERING NORTH EAST,3065209,3900.42,External Placements
INSERTED DETAIL,,People,Childrens Social Care,THE LEAVING CARE COMPANY,3076915,6833.33,Independent Living
INSERTED DETAIL,,People,Childrens Social Care,THE LEAVING CARE COMPANY,3076914,750,Independent Living
INSERTED DETAIL,,People,Childrens Social Care,THE SOCIAL RESOURCE CENTRE LIMITED,0,529.44,Independent Living
INSERTED DETAIL,,People,Childrens Social Care,THE YOUTH JUSTICE BOARD,0,5487.00,External Placements
INSERTED DETAIL,,People,Childrens Social Care,THE YOUTH JUSTICE BOARD,0,5487.00,External Placements
INSERTED DETAIL,,People,Childrens Social Care,THE YOUTH JUSTICE BOARD,0,531,External Placements
INSERTED DETAIL,,People,Childrens Social Care,UNITED TAXIS LTD,3073069,863.1,Contract Hire
INSERTED DETAIL,,People,Childrens Social Care,UNITED TAXIS LTD,3073250,520,Contract Hire
INSERTED DETAIL,,People,Childrens Social Care,UNITED TAXIS LTD,3073568,657.72,Contract Hire
INSERTED DETAIL,,People,Childrens Social Care,UNITED TAXIS LTD,3073249,586.68,Contract Hire
INSERTED DETAIL,,People,Childrens Social Care,UNITED TAXIS LTD,3073028,659.2,Contract Hire
INSERTED DETAIL,,People,Childrens Social Care,UNITED TAXIS LTD,3073024,576,Contract Hire
INSERTED DETAIL,,People,Childrens Social Care,UNITED TAXIS LTD,3073326,2600.00,Contract Hire
INSERTED DETAIL,,People,Childrens Social Care,UNITED TAXIS LTD,3074535,673.72,Contract Hire
INSERTED DETAIL,,People,Childrens Social Care,UNITED TAXIS LTD,3073567,641.34,Contract Hire
INSERTED DETAIL,,People,Childrens Social Care,UNITED TAXIS LTD,0,980.73,Contract Hire
INSERTED DETAIL,,People,Childrens Social Care,UNITED TAXIS LTD,3073253,611,Contract Hire
INSERTED DETAIL,,People,Childrens Social Care,UNITED TAXIS LTD,3073631,1385.28,Contract Hire
INSERTED DETAIL,,People,Childrens Social Care,UNITED TAXIS LTD,3073031,546,Contract Hire
INSERTED DETAIL,,People,Childrens Social Care,UNITED TAXIS LTD,3072998,756,Contract Hire
INSERTED DETAIL,,People,Childrens Social Care,UNITED TAXIS LTD,3073000,1830.00,Contract Hire
INSERTED DETAIL,,People,Childrens Social Care,UNITED TAXIS LTD,3073070,1600.00,Contract Hire
INSERTED DETAIL,,People,Childrens Social Care,UNITED TAXIS LTD,3073248,546,Contract Hire
INSERTED DETAIL,,People,Childrens Social Care,UNITED TAXIS LTD,3073030,756.84,Contract Hire
INSERTED DETAIL,,People,Childrens Social Care,UNITED TAXIS LTD,3073029,520,Contract Hire
INSERTED DETAIL,,People,Childrens Social Care,UNITED TAXIS LTD,3073565,1874.25,Contract Hire
INSERTED DETAIL,,People,Childrens Social Care,UNITED TAXIS LTD,3073256,747.15,Contract Hire
INSERTED DETAIL,,People,Childrens Social Care,UNITED TAXIS LTD,3073001,1800.00,Contract Hire
INSERTED DETAIL,,People,Childrens Social Care,UNITED TAXIS LTD,3073002,950.88,Contract Hire
INSERTED DETAIL,,People,Childrens Social Care,UNITED TAXIS LTD,3072997,791.2,Contract Hire
INSERTED DETAIL,,People,Childrens Social Care,UNITED TAXIS LTD,3072996,782.4,Contract Hire
INSERTED DETAIL,,People,Childrens Social Care,UNITED TAXIS LTD,3072995,1344.00,Contract Hire
INSERTED DETAIL,,People,Childrens Social Care,UNITED TAXIS LTD,3073025,730,Contract Hire
INSERTED DETAIL,,People,Childrens Social Care,UNITED TAXIS LTD,3072999,665.04,Contract Hire
INSERTED DETAIL,,People,Childrens Social Care,UNITED TAXIS LTD,3073026,629.85,Contract Hire
INSERTED DETAIL,,People,Childrens Social Care,VEREDUS,3072894,12075.00,Consultancy Fees
INSERTED DETAIL,,People,Childrens Social Care,WR EDUCATION LTD,3076274,1902.08,Professional Fees & Consultancy
INSERTED DETAIL,,People,Childrens Social Care,WR EDUCATION LTD,3075569,3825.00,Professional Fees & Consultancy
INSERTED DETAIL,,People,Childrens Social Care,YOUNG FOUNDATION LTD,3071396,3432.00,External Placements
INSERTED DETAIL,,People,Childrens Social Care,YOUNG FOUNDATION LTD,3071396,15000.00,External Placements
INSERTED DETAIL,,People,Development & Commissioning,700 CLUB,0,20388.44,Private Contractors
INSERTED DETAIL,,People,Development & Commissioning,ANDREW CALLCOTT,3072229,4800.00,Employee Training Course Costs
INSERTED DETAIL,,People,Development & Commissioning,CAPITA BUSINESS SRV LTD (DARLINGTON),0,37500.00,Professional Fees & Consultancy
INSERTED DETAIL,,People,Development & Commissioning,CARERS FEDERATION LIMITED,0,621.24,Other Supplies & Services
INSERTED DETAIL,,People,Development & Commissioning,CREATIVE SUPPORT LIMITED,0,7750.76,Private Contractors
INSERTED DETAIL,,People,Development & Commissioning,DARLINGTON YMCA FOYER,0,22886.56,Private Contractors
INSERTED DETAIL,,People,Development & Commissioning,DISC,0,31449.64,Private Contractors
INSERTED DETAIL,,People,Development & Commissioning,DURHAM & DARLINGTON FIRE & RESCUE BRIGAD,3075375,6081.20,Community Care Support
INSERTED DETAIL,,People,Development & Commissioning,DURHAM CONSTABULARY,3075767,4000.00,Employee Training Course Costs
INSERTED DETAIL,,People,Development & Commissioning,HEALTHWATCH DARLINGTON,3066432,10974.75,Other Supplies & Services
INSERTED DETAIL,,People,Development & Commissioning,KEYRING LIVING SUPPORT NETWORK,0,2532.44,Private Contractors
INSERTED DETAIL,,People,Development & Commissioning,MOTT MACDONALD,3075851,4121.25,Professional Fees & Consultancy
INSERTED DETAIL,,People,Development & Commissioning,NECA SERVICES LTD,3066475,100781.25,Private Contractors
INSERTED DETAIL,,Balance Sheet,Balance Sheet,KIDDIVOUCHERS LTD,0,16437.64,General Debits
INSERTED DETAIL,,Balance Sheet,Balance Sheet,NORTHERN POWERGRID (NORTHEAST) LTD,3070523,611.2,General Debits
INSERTED DETAIL,,Bidra,Bidra,DISTINCT DARLINGTON LIMITED,3076435,13853.42,Other Establishments
INSERTED DETAIL,,Capital,Capital,BENFIELD VAN CENTRE (TEESIDE),3072537,26921.00,Vehicles
INSERTED DETAIL,,Capital,Capital,BGP CONSULTING LIMITED,0,6100.00,Consultants - Other
INSERTED DETAIL,,Capital,Capital,BOND DICKINSON,0,560,Valuation & Estates Fees
INSERTED DETAIL,,Capital,Capital,THEATRESEARCH LTD,3075229,5189.88,Consultants - Other
INSERTED DETAIL,,Capital,Capital,THEATRESHIRE BOOKS LTD,3070845,5000.00,Consultants - Other
INSERTED DETAIL,,Capital,Capital,WILLMOTT DIXON CONSTRUCTION LTD,3065567,76786.80,Payments Main Contractor - Non Dlo
detail,,Capital,Capital,WS ATKINS (SERVICES) LTD,3062733,975,Consultants - Other
